"Points_m_XYZ:0","Points_m_XYZ:1","Points_m_XYZ:2","intensity","laser_id","azimuth","distance_m","adjustedtime","timestamp"
0.009562928229570389,2.739566087722778,0.0478195920586586,4.0,1.0,20.0,2.74,1131601873.0,1131601873.0
0.01189224515110254,3.244630575180054,-0.7490870356559753,4.0,2.0,21.0,3.33,1131601875.0,1131601875.0
0.01013062428683043,2.638359785079956,0.1382716000080109,4.0,3.0,22.0,2.642,1131601877.0,1131601877.0
0.01315439864993095,3.425853729248047,-0.6659234166145325,53.0,4.0,22.0,3.49,1131601880.0,1131601880.0
0.01374046504497528,3.422897338867188,0.299467146396637,48.0,5.0,23.0,3.436,1131601882.0,1131601882.0
0.01427336502820253,3.407494783401489,-0.5396988987922668,51.0,6.0,24.0,3.45,1131601884.0,1131601884.0
0.01501916535198689,3.442117214202881,0.4226428866386414,56.0,7.0,25.0,3.468,1131601887.0,1131601887.0
0.01542175095528364,3.398442983627319,-0.4172806441783905,44.0,8.0,26.0,3.424,1131601889.0,1131601889.0
0.01618784479796886,3.435141801834106,0.544079065322876,52.0,9.0,27.0,3.478,1131601891.0,1131601891.0
0.01611131615936756,3.418902158737183,-0.2991185188293457,57.0,10.0,27.0,3.432,1131601894.0,1131601894.0
0.01675152964890003,3.427801132202148,0.6663050055503845,44.0,11.0,28.0,3.492,1131601896.0,1131601896.0
0.01733692362904549,3.425255537033081,-0.1795123368501663,53.0,12.0,29.0,3.43,1131601898.0,1131601898.0
0.01791740395128727,3.421940803527832,0.7900280952453613,56.0,13.0,30.0,3.512,1131601900.0,1131601900.0
0.01833878271281719,3.389434099197388,-0.0591636560857296,37.0,14.0,31.0,3.39,1131601903.0,1131601903.0
0.01859459280967712,3.436713695526123,0.9208781719207764,56.0,15.0,31.0,3.558,1131601905.0,1131601905.0
0.01944682933390141,2.785507678985596,0.04862240329384804,4.0,1.0,40.0,2.786,1131601928.0,1131601928.0
0.02316226810216904,3.236774444580078,-0.747287392616272,4.0,2.0,41.0,3.322,1131601930.0,1131601930.0
0.01948656141757965,2.658280372619629,0.1393183171749115,4.0,3.0,42.0,2.662,1131601933.0,1131601933.0
0.02514156140387058,3.429713249206543,-0.6666866540908813,56.0,4.0,42.0,3.494,1131601935.0,1131601935.0
0.02568852342665196,3.422828674316406,0.299467146396637,56.0,5.0,43.0,3.436,1131601937.0,1131601937.0
0.02619799412786961,3.411375045776367,-0.5403246283531189,53.0,6.0,44.0,3.454,1131601940.0,1131601940.0
0.02706548757851124,3.446013927459717,0.4231303632259369,56.0,7.0,45.0,3.472,1131601942.0,1131601942.0
0.02731631137430668,3.40233850479126,-0.417768120765686,43.0,8.0,46.0,3.428,1131601944.0,1131601944.0
0.02814622037112713,3.431113958358765,0.5434533357620239,52.0,9.0,47.0,3.474,1131601947.0,1131601947.0
0.0280290711671114,3.41683292388916,-0.2989442050457001,60.0,10.0,47.0,3.43,1131601949.0,1131601949.0
0.02874958142638207,3.431648254394531,0.6670682430267334,44.0,11.0,48.0,3.496,1131601951.0,1131601951.0
