"Points_m_XYZ:0","Points_m_XYZ:1","Points_m_XYZ:2","intensity","laser_id","azimuth","distance_m","adjustedtime","timestamp"
-0.6604976654052734,-4.549781322479248,-0.564498782157898,25.0,8.0,18826.0,4.632,981556012.0,981556012.0
-0.6549946665763855,-4.511874198913574,0.7221015095710754,51.0,9.0,18826.0,4.616,981556014.0,981556014.0
-0.6617165207862854,-4.55258846282959,-0.4024852216243744,17.0,10.0,18827.0,4.618,981556017.0,981556017.0
-0.6536712646484375,-4.491729736328125,0.8823007941246033,15.0,11.0,18828.0,4.624,981556019.0,981556019.0
-0.6640629768371582,-4.557554721832275,-0.2413734346628189,24.0,12.0,18829.0,4.612,981556021.0,981556021.0
-0.6579904556274414,-4.510360717773438,1.052321076393127,16.0,13.0,18830.0,4.678,981556024.0,981556024.0
-0.662708580493927,-4.537158489227295,-0.08003673702478409,21.0,14.0,18831.0,4.586,981556026.0,981556026.0
-0.6575357913970947,-4.501743316650391,1.219037652015686,30.0,15.0,18831.0,4.71,981556028.0,981556028.0
-0.3720778822898865,-2.522753238677979,-0.6832822561264038,4.0,0.0,18839.0,2.64,981556049.0,981556049.0
-0.6686662435531616,-4.528199195861816,0.07989711314439774,50.0,1.0,18840.0,4.578,981556051.0,981556051.0
-0.4335067868232727,-2.9321608543396,-0.6843010783195496,2.0,2.0,18841.0,3.042,981556053.0,981556053.0
-0.6550999283790588,-4.425637722015381,0.2344650775194168,13.0,3.0,18842.0,4.48,981556056.0,981556056.0
-0.5157321095466614,-3.4841148853302,-0.6846227049827576,1.0,4.0,18842.0,3.588,981556058.0,981556058.0
-0.6668329238891602,-4.499480247497559,0.3979531228542328,100.0,5.0,18843.0,4.566,981556060.0,981556060.0
-0.6509000658988953,-4.386693000793457,-0.702390730381012,6.0,6.0,18844.0,4.49,981556063.0,981556063.0
-0.6697475910186768,-4.508295059204102,0.5596240162849426,42.0,7.0,18845.0,4.592000000000001,981556065.0,981556065.0
-0.672578752040863,-4.521922588348389,-0.5613301992416382,22.0,8.0,18846.0,4.606,981556067.0,981556067.0
-0.6718180775642395,-4.511396884918213,0.7224143743515015,52.0,9.0,18847.0,4.618,981556070.0,981556070.0
-0.679071307182312,-4.560103893280029,-0.4033567905426025,24.0,10.0,18847.0,4.628,981556072.0,981556072.0
-0.6687673330307007,-4.485537052154541,0.8815375566482544,15.0,11.0,18848.0,4.62,981556074.0,981556074.0
-0.6799677610397339,-4.555208683013916,-0.2413734346628189,24.0,12.0,18849.0,4.612,981556076.0,981556076.0
-0.6711381673812866,-4.490690231323242,1.048271894454956,17.0,13.0,18850.0,4.66,981556079.0,981556079.0
-0.6794299483299255,-4.540750503540039,-0.08014144748449326,26.0,14.0,18851.0,4.592000000000001,981556081.0,981556081.0
-0.6754621267318726,-4.508855819702148,1.221625924110413,33.0,15.0,18852.0,4.72,981556083.0,981556083.0
-0.383478581905365,-2.538630485534668,-0.6879410147666931,4.0,0.0,18859.0,2.658,981556104.0,981556104.0
-0.6847675442695618,-4.527814388275147,0.07993201911449432,52.0,1.0,18860.0,4.58,981556106.0,981556106.0
-0.4469484686851502,-2.951824426651001,-0.6892500519752502,3.0,2.0,18861.0,3.064,981556109.0,981556109.0
-0.6717417240142822,-4.431222915649414,0.2348837703466415,16.0,3.0,18862.0,4.488,981556111.0,981556111.0
-0.5290678143501282,-3.490057706832886,-0.6861491203308105,1.0,4.0,18862.0,3.596,981556113.0,981556113.0
-0.6840298175811768,-4.506974220275879,0.3988246917724609,100.0,5.0,18863.0,4.576000000000001,981556116.0,981556116.0
-0.6700662970542908,-4.409782886505127,-0.7064580321311951,6.0,6.0,18864.0,4.516,981556118.0,981556118.0
-0.6851818561553955,-4.50396728515625,0.559380292892456,44.0,7.0,18865.0,4.59,981556120.0,981556120.0
-0.6877613067626953,-4.515622138977051,-0.5608426928520203,23.0,8.0,18866.0,4.602,981556123.0,981556123.0
-0.6852875351905823,-4.499380111694336,0.7208499908447266,54.0,9.0,18866.0,4.608000000000001,981556125.0,981556125.0
-0.6949849128723145,-4.557705879211426,-0.4033567905426025,26.0,10.0,18867.0,4.628,981556127.0,981556127.0
-0.6859021782875061,-4.492878913879395,0.8834456205368042,19.0,11.0,18868.0,4.63,981556129.0,981556129.0
-0.6958642601966858,-4.552807331085205,-0.2413734346628189,30.0,12.0,18869.0,4.612,981556132.0,981556132.0
-0.6885781288146973,-4.4998779296875,1.050971269607544,22.0,13.0,18870.0,4.672,981556134.0,981556134.0
