"Points_m_XYZ:0","Points_m_XYZ:1","Points_m_XYZ:2","intensity","laser_id","azimuth","distance_m","adjustedtime","timestamp"
0.004770977422595024,2.733565807342529,-0.7324578762054443,4.0,0.0,10.0,2.83,503864074.0,503864074.0
0.006610994227230549,3.443469047546387,0.06010608747601509,68.0,1.0,11.0,3.444,503864076.0,503864076.0
0.0068159862421453,3.254388809204102,-0.7513365149497986,5.0,2.0,12.0,3.34,503864078.0,503864078.0
0.007808004040271044,3.441268444061279,0.1803497076034546,49.0,3.0,13.0,3.446,503864080.0,503864080.0
0.007790884003043175,3.433722972869873,-0.6674498915672302,47.0,4.0,13.0,3.498,503864083.0,503864083.0
0.008417326956987381,3.444830894470215,0.3013845682144165,63.0,5.0,14.0,3.458,503864085.0,503864085.0
0.008951897732913494,3.419365406036377,-0.5415761470794678,58.0,6.0,15.0,3.462,503864087.0,503864087.0
0.009595653973519802,3.436181306838989,0.4219116568565369,51.0,7.0,16.0,3.462,503864090.0,503864090.0
0.0101011423394084,3.404418230056763,-0.4180118441581726,44.0,8.0,17.0,3.43,503864092.0,503864092.0
0.01086638867855072,3.45886754989624,0.5478335022926331,55.0,9.0,18.0,3.502,503864094.0,503864094.0
0.01077845506370068,3.430877685546875,-0.3001643717288971,58.0,10.0,18.0,3.444,503864097.0,503864097.0
0.01141270715743303,3.441565990447998,0.668976366519928,49.0,11.0,19.0,3.506,503864099.0,503864099.0
0.01202624291181564,3.445250988006592,-0.180559054017067,63.0,12.0,20.0,3.45,503864101.0,503864101.0
0.01259220950305462,3.435605764389038,0.7931774258613586,56.0,13.0,21.0,3.526,503864103.0,503864103.0
0.01322196424007416,3.443449974060059,-0.06010608747601509,51.0,14.0,22.0,3.444,503864106.0,503864106.0
0.0132555365562439,3.45219349861145,0.9250192642211914,62.0,15.0,22.0,3.574,503864108.0,503864108.0
0.01434321980923414,2.739328145980835,-0.7340108156204224,4.0,0.0,30.0,2.836,503864129.0,503864129.0
0.01865254342556,3.447424411773682,0.06017589569091797,71.0,1.0,31.0,3.448,503864131.0,503864131.0
0.01804527640342712,3.230960845947266,-0.745937705039978,4.0,2.0,32.0,3.316,503864133.0,503864133.0
0.01975120604038239,3.429236888885498,0.1797216683626175,50.0,3.0,33.0,3.434,503864136.0,503864136.0
0.01968630589544773,3.417969226837158,-0.6643969416618347,50.0,4.0,33.0,3.482,503864138.0,503864138.0
0.02047744952142239,3.450757741928101,0.301907479763031,72.0,5.0,34.0,3.464,503864140.0,503864140.0
0.02093592286109924,3.427214622497559,-0.5428276062011719,58.0,6.0,35.0,3.47,503864143.0,503864143.0
0.0216399971395731,3.444067239761353,0.4228866100311279,56.0,7.0,36.0,3.47,503864145.0,503864145.0
0.02195907942950726,3.400392293930054,-0.4175243675708771,43.0,8.0,37.0,3.426,503864147.0,503864147.0
0.02282211370766163,3.441030502319336,0.545017659664154,58.0,9.0,38.0,3.484,503864150.0,503864150.0
0.02275438793003559,3.430819034576416,-0.3001643717288971,71.0,10.0,38.0,3.444,503864152.0,503864152.0
0.02342594414949417,3.441505193710327,0.668976366519928,48.0,11.0,39.0,3.506,503864154.0,503864154.0
0.02405234053730965,3.445188045501709,-0.180559054017067,68.0,12.0,40.0,3.45,503864156.0,503864156.0
0.02457069046795368,3.433592081069946,0.792727530002594,52.0,13.0,41.0,3.524,503864159.0,503864159.0
0.02519779279828072,3.437384128570557,-0.06000137329101563,53.0,14.0,42.0,3.438,503864161.0,503864161.0
0.0253058597445488,3.452126264572144,0.9250192642211914,66.0,15.0,42.0,3.574,503864163.0,503864163.0
0.02378716319799423,2.725739002227783,-0.7303873300552368,4.0,0.0,50.0,2.822,503864184.0,503864184.0
0.03068618662655354,3.447338342666626,0.06017589569091797,71.0,1.0,51.0,3.448,503864186.0,503864186.0
0.02950018458068371,3.250364780426025,-0.7504367232322693,4.0,2.0,52.0,3.336,503864189.0,503864189.0
0.03123161382973194,3.44113564491272,0.1803497076034546,50.0,3.0,52.0,3.446,503864191.0,503864191.0
0.03158080577850342,3.413953304290772,-0.6636337041854858,50.0,4.0,53.0,3.478,503864193.0,503864193.0
0.0323912724852562,3.436719179153442,0.300687313079834,68.0,5.0,54.0,3.45,503864196.0,503864196.0
0.03289900720119476,3.427120685577393,-0.5428276062011719,58.0,6.0,55.0,3.47,503864198.0,503864198.0
0.03370070457458496,3.447940587997437,0.4233740866184235,51.0,7.0,56.0,3.474,503864200.0,503864200.0
