"Points_m_XYZ:0","Points_m_XYZ:1","Points_m_XYZ:2","intensity","laser_id","azimuth","distance_m","adjustedtime","timestamp"
1.566411852836609,-4.310702323913574,-0.401265025138855,63.0,10.0,16003.0,4.604,476720408.0,476720408.0
1.547455787658691,-4.260852813720703,0.8811559677124023,41.0,11.0,16004.0,4.618,476720410.0,476720410.0
1.56328010559082,-4.306766986846924,-0.2401173710823059,56.0,12.0,16005.0,4.588,476720412.0,476720412.0
1.546501755714417,-4.262863159179688,1.046922206878662,56.0,13.0,16006.0,4.654,476720415.0,476720415.0
1.562318563461304,-4.308806896209717,-0.0800018310546875,61.0,14.0,16007.0,4.584000000000001,476720417.0,476720417.0
1.546190500259399,-4.264326572418213,1.21541428565979,54.0,15.0,16007.0,4.696,476720419.0,476720419.0
0.8744178414344788,-2.422154664993286,-0.6900115609169006,6.0,0.0,16015.0,2.666,476720440.0,476720440.0
1.555548310279846,-4.31125545501709,0.0800018310546875,58.0,1.0,16016.0,4.584000000000001,476720442.0,476720442.0
1.510163307189941,-4.190050601959229,0.2334183603525162,49.0,3.0,16018.0,4.46,476720447.0,476720447.0
1.190224170684815,-3.30235743522644,-0.6823329925537109,3.0,4.0,16018.0,3.576,476720449.0,476720449.0
1.541538715362549,-4.279444694519043,0.3979531228542328,102.0,5.0,16019.0,4.566,476720452.0,476720452.0
1.494847536087036,-4.152098655700684,-0.6989492177963257,7.0,6.0,16020.0,4.468,476720454.0,476720454.0
1.542469620704651,-4.286721706390381,0.559380292892456,92.0,7.0,16021.0,4.59,476720456.0,476720456.0
1.545080304145813,-4.296330451965332,-0.5605989694595337,43.0,8.0,16022.0,4.600000000000001,476720458.0,476720458.0
1.536103844642639,-4.273712158203125,0.7192856669425964,64.0,9.0,16023.0,4.598,476720461.0,476720461.0
1.552029013633728,-4.318018913269043,-0.4014393389225006,59.0,10.0,16023.0,4.606,476720463.0,476720463.0
1.533900737762451,-4.269924163818359,0.8819192051887512,41.0,11.0,16024.0,4.622,476720465.0,476720465.0
1.550261855125427,-4.317837238311768,-0.2404313832521439,55.0,12.0,16025.0,4.594,476720468.0,476720468.0
1.530295848846436,-4.264566898345947,1.046022415161133,56.0,13.0,16026.0,4.65,476720470.0,476720470.0
1.545918345451355,-4.310469627380371,-0.07993201911449432,59.0,14.0,16027.0,4.58,476720472.0,476720472.0
1.53315794467926,-4.277238845825195,1.217484831809998,54.0,15.0,16028.0,4.704,476720475.0,476720475.0
0.8659575581550598,-2.425192356109619,-0.6900115609169006,2.0,0.0,16035.0,2.666,476720495.0,476720495.0
1.542506098747253,-4.322309494018555,0.08010654896497726,61.0,1.0,16036.0,4.59,476720498.0,476720498.0
1.49754011631012,-4.200940132141113,0.2337323874235153,49.0,3.0,16038.0,4.466,476720502.0,476720502.0
1.177371025085449,-3.302793264389038,-0.6815697550773621,3.0,4.0,16038.0,3.572,476720505.0,476720505.0
1.522579193115234,-4.273538589477539,0.396907240152359,107.0,5.0,16039.0,4.554,476720507.0,476720507.0
1.484983444213867,-4.170318126678467,-0.7011392712593079,7.0,6.0,16040.0,4.482,476720509.0,476720509.0
1.526831150054932,-4.290209293365479,0.5591365694999695,88.0,7.0,16041.0,4.588,476720511.0,476720511.0
1.528743386268616,-4.297956943511963,-0.5601115226745605,42.0,8.0,16042.0,4.596,476720514.0,476720514.0
1.519275307655335,-4.271337985992432,0.7180342078208923,63.0,9.0,16042.0,4.59,476720516.0,476720516.0
1.534277439117432,-4.315901279449463,-0.4007421135902405,59.0,10.0,16043.0,4.598,476720518.0,476720518.0
1.520301103591919,-4.278952121734619,0.8826823830604553,43.0,11.0,16044.0,4.626,476720521.0,476720521.0
1.533843755722046,-4.3194580078125,-0.2402220368385315,60.0,12.0,16045.0,4.59,476720523.0,476720523.0
1.5193110704422,-4.280901908874512,1.048721790313721,55.0,13.0,16046.0,4.662,476720525.0,476720525.0
1.532199501991272,-4.319608688354492,-0.0800018310546875,61.0,14.0,16047.0,4.584000000000001,476720528.0,476720528.0
1.516382455825806,-4.275016784667969,1.21541428565979,54.0,15.0,16047.0,4.696,476720530.0,476720530.0
1.526743531227112,-4.32578182220459,0.08007164299488068,56.0,1.0,16056.0,4.588,476720553.0,476720553.0
0.9983174204826355,-2.830145359039307,-0.6928492188453674,2.0,2.0,16057.0,3.08,476720555.0,476720555.0
1.486851334571838,-4.217443943023682,0.2343604117631912,48.0,3.0,16058.0,4.478,476720558.0,476720558.0
